id,Specific Hashtags,Underlying Hashtags,Comments,"Positive, Negative, & Neutral Scores",User Engagement Sentiment Score
117,#CasualFashion,#EverydayCasual,"These everyday casuals are my go-to! Practical, stylish, and perfect for any day. #EveryDayCasuals, Love the versatility of everyday casuals. This look is so easy to pull off! #EveryDayCasuals, Can't beat the comfort and style of everyday casuals. This outfit is a winner! #EveryDayCasuals, Decent everyday casuals. Nothing extraordinary, but it works for a regular day. #EveryDayCasuals, These everyday casuals are okay. Not too flashy, just simple and practical. #EveryDayCasuals, I'm not really feeling these everyday casuals. The combination seems a bit off. #EveryDayCasuals, This attempt at everyday casuals is a bit lackluster. It needs more flair and personality. #EveryDayCasuals","[0.0, 0.0, 0.5719, 0.8494, 0.4556, 0.0, 0.0, 0.2263, 0.0, -0.1498, 0.0]",0.177581818
118,#CasualFashion,#CasualTrend,"Setting a casual trend with this look! Love how it combines comfort and style effortlessly.  #CasualTrend, This outfit is on point with the current casual trends. Fashion-forward and comfy!  #CasualTrend, Decent attempt at following casual trends. It's stylish but not groundbreaking. #CasualTrend, The casual trend here doesn't impress me much. It lacks originality and a unique touch. #CasualTrend, Not sure about this attempt at casual trends. It seems a bit too predictable and safe. #CasualTrend","[0.8313, 0.2714, 0.1027, -0.1546, 0.4094]",0.29204
119,#CasualFashion,#ComfyChic,"This comfy chic look is everything! So cozy yet so stylish.  #ComfyChic, Can't get enough of comfy chic fashion! This outfit is both comfortable and trendy.  #ComfyChic, Decent attempt at comfy chic. It looks comfortable, but the chic factor is moderate. #ComfyChic, Not really feeling the comfy chic vibe here. It lacks the right balance and seems a bit off. #ComfyChic, The attempt at comfy chic falls short. It looks too casual and not stylish enough. #ComfyChic","[0.3382, 0.69, 0.6597, 0.3919, 0.1314, 0.4404]",0.441933333
120,#CasualFashion,#CasualComfort,"Casual comfort done right! This look is so easygoing and perfect for a relaxed day.  #CasualComfort, I'm all about casual comfort, and this outfit is hitting all the right notes!  #CasualComfort, Decent choice for casual comfort. It looks practical, if not particularly standout. #CasualComfort, This attempt at casual comfort falls flat. It lacks the right elements to make it work. #CasualComfort, Not feeling the casual comfort here. It looks a bit too sloppy and uncoordinated. #CasualComfort","[0.9293, 0.5106, 0.0, 0.5106, 0.0, 0.5106, 0.1376]",0.371242857
121,#UrbanStyle,#UrbanTrends,"Absolutely loving the urban vibes! The trends are on point... , Urban fashion is all about self-expression... , Can't get enough of the urban fashion scene!... , Urban trends are setting the bar high!... , The urban fashion game is strong!... , Urban trends are the epitome of cool... , Observing the urban fashion landscape... , Honestly, some of these urban trends are just too overrated... , I miss the simplicity of fashion... , Urban fashion is losing its authenticity...","[0.6689, 0.0, 0.0, 0.0, 0.5562, 0.3182, 0.0, 0.4588, 0.0, -0.1531, -0.3818]",0.133381818
122,#UrbanStyle,#StreetStyle,"Street style is my daily inspiration! Love how people effortlessly blend comfort and chicness on the streets.... , Observing the diverse street style trends; it's interesting how it reflects the unique personalities of individuals.... , Street style seems too contrived these days. It used to be about genuine expression, now it's just a fashion show-off. #LostAuthenticity","[0.8858, 0.4019, 0.0, 0.0]",0.321925
123,#UrbanStyle,#CityVibes,"City vibes always give me an energy boost! The hustle and bustle, the dynamic atmosphere – it's the heartbeat of inspiration.... , City vibes are a mix of excitement and chaos, each day bringing something new. It's a journey of discovery in the urban jungle.... , City vibes can be overwhelming and stressful. Sometimes, I just need a break from the constant hustle. #CityBurnout","[0.6239, 0.7184, -0.128, 0.0, -0.5106, 0.0]",0.117283333
124,#UrbanStyle,#DenimDays,"Denim days are the best days! There's something comforting and stylish about slipping into your favorite pair of jeans.... , Denim days are a classic choice for many. It's interesting to see how this fabric has stood the test of time.... , Denim days feel so outdated. There are more exciting fabric choices out there, but people seem stuck in the denim craze. #FashionStagnation","[0.8805, 0.4019, 0.5413, -0.5267]",0.32425
125,#UrbanStyle,#StreetwearDaily,"Living for the streetwear vibes every day! The comfort and style it brings to daily life are unmatched.... , Streetwear daily seems to be the norm now. It's become a daily uniform for many, reflecting a cultural shift in fashion.... , I don't get the hype around streetwear daily. It's too casual for me, and I miss the days of dressing up for the occasion. #NotMyStyle","[0.3595, 0.0, 0.0, 0.2023, -0.1531]",0.08174
126,#UrbanStyle,#CityChic,"City chic is my go-to aesthetic! The blend of sophistication and urban flair creates a style that's both elegant and edgy.... , City chic is a fashion statement that resonates with many. It's fascinating to see how it evolves with the changing city landscapes.... , City chic feels forced and impractical. Not everyone can pull off the high-maintenance look in the fast-paced city life. #OutOfPlace","[0.7644, 0.6808, -0.2263]",0.4063
127,#UrbanStyle,#CityFashionInsta,"City fashion on Insta is a visual feast! The creativity and trends showcased by fashion influencers are truly inspiring.... , Scrolling through city fashion on Insta, it's interesting to see how social media influences and shapes urban style trends.... , City fashion on Insta is so curated and unrealistic. It creates false expectations and promotes an unhealthy obsession with appearances. #InstaIllusions","[0.8221, 0.0, 0.4019, -0.3182]",0.22645
128,#UrbanStyle,#StreetFashion,"Street fashion is where true style shines! Love the authenticity and diversity in the fashion choices people make on the streets.... , Street fashion captures the essence of a community's style. It's like a visual diary of the cultural influences in a particular area.... , Street fashion is often too eccentric for my taste. It feels like a competition for who can be the most outlandish. #NotMyScene","[0.807, 0.3612, 0.3612]",0.5098
129,#UrbanStyle,#DenimLove,"Denim love forever! Nothing beats the comfort and versatility of denim in the world of fashion.... , Denim love is a universal sentiment. It's interesting to see how people from different cultures embrace this fabric in their own unique ways.... , Denim love is overrated. There are more sustainable and exciting fabric choices available now, but people are stuck in the denim craze. #FashionStagnation","[0.5239, 0.8481, 0.8255, -0.5267]",0.4177
130,#UrbanStyle,#CityLifeStyle,"City lifestyle is a constant source of inspiration! The dynamic environment and diverse culture contribute to a unique and vibrant way of life.... , City lifestyle has its pros and cons. It's a balancing act between the convenience of urban amenities and the challenges of a fast-paced life.... , City lifestyle is too stressful for my liking. The constant noise, traffic, and pressure make it difficult to enjoy a peaceful life. #CityStress","[0.8655, 0.0772, -0.1531, 0.0, 0.4019]",0.2383
131,#UrbanStyle,#StreetwearFashion,"Streetwear is my forever love! The comfort, the style... , Streetwear fashion is all about attitude... , Streetwear is more than just clothes; it's a lifestyle... , Streetwear fashion is a canvas for self-expression... , Streetwear vibes are infectious!... , Streetwear is a global language. No matter where you are... , Observing the evolution of streetwear fashion; it's fascinating... , Is it just me, or is streetwear becoming too repetitive?... , Not a fan of the whole streetwear hype... , Streetwear used to be unique, now it's just a sea of copycats...","[0.7901, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0191, 0.5423, 0.0, -0.25, -0.2411, 0.0, 0.0]",0.063246154
132,#UrbanStyle,#UrbanGlam,"Urban glam is the epitome of sophistication! The combination of glamour and urban style creates a fashion statement that turns heads.... , Observing the urban glam trends, it's interesting to see how different elements are incorporated to create a glamorous urban look.... , Urban glam feels too overdone. It's like people are trying too hard to be glamorous in an urban setting, and it comes off as forced. #GlamGoneWrong","[0.6996, 0.0, 0.7964, 0.6597, -0.4588]",0.33938
133,#UrbanStyle,#UrbanTrends,"Urban trends are always ahead of the curve! It's exciting to see the constant innovation and creativity in the urban fashion landscape.... , Exploring urban trends, there's a mix of classic styles and experimental fashion choices. It's a dynamic and ever-evolving scene.... , Some urban trends are just too outlandish. It feels like people are following trends blindly without considering what truly suits them. #TrendOverload","[0.8268, 0.0, 0.3818, 0.0243]",0.308225
134,#UrbanStyle,#StreetwearCulture,"Streetwear culture is a movement that transcends fashion. It's a way of life, a celebration of individuality, and I'm here for it!... , Diving into streetwear culture, it's fascinating to see how it has become a cultural phenomenon influencing not only fashion but also music and art.... , Streetwear culture is losing its authenticity. What used to be a rebellion against mainstream fashion is now becoming mainstream itself. #LostIdentity","[0.0, 0.0, 0.0, 0.0772, 0.3071, -0.4767]",-0.0154
135,#UrbanStyle,#DenimStyle,"Denim style is timeless and versatile! It's amazing how denim pieces can be styled in so many different ways, creating a look for every occasion.... , Analyzing denim style, it's interesting to see how it has evolved from a workwear staple to a fashion icon. The versatility of denim is unmatched.... , Denim style is so basic. It's like people are stuck in the past, and there are more exciting fashion choices available now. #DenimDullness","[0.6239, 0.296, 0.0, 0.34, 0.1935, 0.5413]",0.33245
136,#UrbanStyle,#CitySlicker,"Being a city slicker is all about embracing the fast-paced urban lifestyle with style! The sleek, polished look is my go-to for city adventures.... , City slicker fashion is a blend of sophistication and practicality. It's interesting to see how people adapt their style to the demands of city life.... , City slicker style feels too pretentious. Not everyone in the city is living a high-powered, glamorous life. It's unrealistic. #CitySlickerFantasy","[0.1759, 0.34, 0.4767, 0.1027, 0.5106]",0.32118
137,#UrbanStyle,#CityScapeFashion,"Cityscape fashion is a visual delight! The way fashion interacts with the urban landscape is an art form that constantly inspires my style.... , Exploring cityscape fashion, it's fascinating to see how fashion choices are influenced by the architecture and vibe of different cityscapes.... , Cityscape fashion is too abstract. It feels like people are trying too hard to match their outfits to the city backdrop, and it comes off as forced. #FashionFauxPas","[0.7959, 0.0, 0.5423, 0.2732, -0.4588]",0.23052
138,#UrbanStyle,#DenimAddict,"Proud to be a denim addict! The love for denim is real, and there's nothing more comfortable and stylish than a good pair of jeans.... , Embracing the denim addict lifestyle, it's interesting to see the loyalty people have to this fabric. It's like a denim community.... , Denim addict culture is overrated. There are so many other fabrics to explore, but people are fixated on denim. It's time to break free. #DenimDrama","[0.8221, -0.0049, 0.0, 0.8271, 0.0, 0.6652]",0.384916667
139,#UrbanStyle,#UrbanOutfit,"Crafting the perfect urban outfit is an art! Love how fashion enthusiasts mix and match to create unique looks that capture the essence of the city.... , Analyzing urban outfits, there's a diverse range of styles reflecting the different facets of city life. It's like a fashion diary of urban experiences.... , Urban outfits can be too flashy. It's like people are competing for attention rather than expressing their style authentically. #TooMuchFlash","[0.9134, 0.0, 0.3612, 0.3612]",0.40895
140,#UrbanStyle,#StreetFashionista,"Being a street fashionista is about embracing individuality and expressing yourself fearlessly through fashion. Keep slaying those street style looks!... , Observing street fashionistas, it's interesting to see the fearless approach to style. It's a celebration of uniqueness and personal expression.... , Street fashionistas often look like they're trying too hard to stand out. It feels forced, and the authenticity is lost. #FashionistaFail","[0.3382, 0.0, 0.6808, -0.2263, -0.3182]",0.0949
141,#UrbanStyle,#DenimObsessed,"I confess, I'm denim obsessed! There's just something about the comfort and versatility of denim that makes it my go-to choice.... , Being denim obsessed is a common sentiment. It's interesting to see how this obsession has become a shared experience among fashion enthusiasts.... , Denim obsession is overrated. It's time to explore other fabrics and styles instead of clinging to the same old denim craze. #FashionStagnation","[0.0, 0.2714, 0.4678, -0.4588]",0.0701
142,#UrbanStyle,#CityLook,"Creating the perfect city look is an art! I love how people effortlessly blend urban trends with their personal style.... , City looks vary so much depending on the location. It's interesting to see how different cities influence fashion choices.... , City looks are too overrated. It's like people are trying too hard to fit into a certain aesthetic rather than expressing their true selves. #FashionPressure","[0.8858, 0.4019, 0.8176]",0.701766667
143,#UrbanStyle,#StreetwearInspiration,"Finding endless streetwear inspiration! The creativity and individuality in street style looks are a constant source of fashion ideas.... , Exploring streetwear inspiration, it's interesting to see the diverse influences that contribute to the unique looks within the streetwear culture.... , Streetwear inspiration seems repetitive. It's like everyone is following the same trends, and there's a lack of originality. #InspirationFatigue","[0.7424, 0.5267, 0.4019, 0.5994, -0.3182]",0.39044
144,#UrbanStyle,#DenimFashion,"Denim is timeless, and the fashion game is elevated... , Denim fashion is a wardrobe essential!... , Denim on denim forever! There's something effortlessly cool... , Denim fashion is like a blank canvas; you can create any look... , Denim is the epitome of casual chic... , Denim trends keep evolving, and I'm here for it... , Denim fashion has its charm, but I wonder how much more can... , Honestly, denim fashion is so overrated... , Denim on denim is a fashion crime... , Denim fashion is so basic. I don't understand the hype around it...","[0.0, 0.0, 0.0, 0.3802, 0.5574, 0.4404, 0.0, 0.0, 0.4019, 0.0, 0.4588, 0.0, -0.5423, 0.0]",0.121171429
145,#UrbanStyle,#UrbanEdge,"Urban edge is my style mantra! The combination of urban elements with a touch of edge creates a look that's bold and unforgettable.... , Analyzing urban edge, it's fascinating to see how different individuals interpret and incorporate edginess into their urban fashion.... , Urban edge feels forced. It's like people are trying too hard to be edgy, and it comes off as inauthentic. #EdgeGoneWrong","[0.6114, 0.0, 0.5423, -0.2263, 0.0]",0.18548
146,#UrbanStyle,#StreetwearStyle,"Streetwear style is my go-to choice! The comfort, the coolness – it's a fashion movement that effortlessly blends style with street culture.... , Diving into streetwear style, there's a wide spectrum of looks, from casual to bold. It's a style that adapts to individual tastes.... , Streetwear style is too casual for my liking. It lacks the sophistication and polish that I prefer in fashion. #NotMyStyle","[0.4199, 0.0, 0.0772, 0.0, 0.5267, 0.5423]",0.261016667
147,#UrbanStyle,#DenimNation,"Proud to be part of the denim nation! The love for denim transcends trends, creating a community of individuals who appreciate timeless style.... , Being part of the denim nation is a shared experience. It's interesting to see how denim lovers connect over their passion for this classic fabric.... , Denim nation is overrated. It's like people are clinging to outdated fashion choices instead of embracing modern trends. #DenimDullness","[0.8221, 0.5994, 0.8885, 0.3612]",0.6678
148,#UrbanStyle,#CityWear,"City wear is all about embracing the urban lifestyle! The practicality and style of city wear make it the perfect choice for navigating city streets.... , Examining city wear, it's clear that functionality plays a significant role in the fashion choices of individuals navigating the demands of city life.... , City wear is too bland. It lacks the excitement and flair that I expect from fashion. It feels too utilitarian. #FashionLacking","[0.6114, 0.0, 0.6597, 0.4939]",0.44125
149,#UrbanStyle,#StreetStyleMen,"Celebrating street style for men! The diversity and confidence in men's street fashion are inspiring. Keep rocking those street style looks, gentlemen!.... , Observing street style for men, it's interesting to see the evolving trends and the impact of street culture on men's fashion choices.... , Street style for men is often too exaggerated. It feels like a competition for who can be the most outlandish rather than showcasing genuine style. #MenFashionMiss","[0.8777, 0.0, 0.0, 0.4019, 0.2732]",0.31056
150,#UrbanStyle,#DenimOutfit,"A denim outfit is a timeless classic! There's something effortlessly cool about the simplicity and versatility of a well-crafted denim ensemble.... , Analyzing denim outfits, it's interesting to see how denim can be styled in various ways to create both casual and chic looks.... , Denim outfits are overrated. It's like people are stuck in the past, and there are more exciting fashion choices available now. #DenimDrama","[0.3802, 0.0, 0.7717, 0.128, 0.5413]",0.36424
151,#ActiveWear,#FitLife,"Living the #FitLife with these amazing workout essentials!,Decent options for a fit lifestyle, but there's room for improvement.,Not impressed with the quality. Expected better durability for the price.","[0.6239, 0.3612, 0.6124, 0.089]",0.421625
152,#ActiveWear,#GymStyle,"Elevating my gym game with some serious #GymStyle! Trendy and comfortable.,Average gym wear collection. Could use more variety in designs.,Overhyped! The fabric feels cheap, and it's not holding up well.","[0.5093, 0.0, 0.0, -0.2057]",0.0759
153,#ActiveWear,#GymEssentials,"These are my go-to #GymEssentials! Can't imagine my workout without them.,Decent essentials, but the prices are a bit steep.,Quality doesn't match the claims. Disappointed with the durability.","[0.0, 0.0, 0.0, -0.4767]",-0.119175
154,#ActiveWear,#SweatInStyle,"Absolutely loving the vibrant colors and sleek design! Perfect combo of style and functionality. Rocking my workout with this chic athletic wear! Comfortable and trendy, making fitness a fashion statement. The attention to detail in these pieces is amazing! Feeling confident and motivated during every workout. Can't get enough of the stylish patterns! It's like wearing confidence while breaking a sweat.,Solid athletic wear options. Decent mix of style and functionality.,Not impressed with the quality. Faded after just a few washes. Overpriced for what you get. Expected better durability. Disappointed with the sizing. Runs too small and feels uncomfortable.","[0.9572, 0.9583, 0.1531, -0.6546]",0.3535
155,#ActiveWear,#FitFashion,"Strutting my stuff with confidence in this fabulous #FitFashion!,Fashion-forward, but the functionality could be better.,Not worth the price tag. Expected more innovation in fit fashion.","[0.7901, 0.0, 0.5927, 0.6112]",0.4985
156,#ActiveWear,#ExerciseAttire,"Absolutely loving my #ExerciseAttire! Comfortable and stylish for any workout.,Decent options for exercise attire, but the sizing can be tricky.,Disappointed with the design choices. Not as versatile as I expected.","[0.831, 0.0, -0.2263, -0.4767]",0.032
157,#ActiveWear,#AthleticWear,"Elevating my workout game with these high-performance pieces! Top-notch quality and durability. Perfect for intense training sessions. Obsessed with the breathable fabric! Keeps me cool and stylish during my runs. Functional and fashionable – my go-to for a killer workout ensemble.,Decent collection, but the sizing can be a bit tricky.,Not living up to the hype. Material feels cheap, and the stitching came loose. Sizes are inconsistent. Bought two of the same size, and they fit differently. Expected more variety. The designs seem repetitive and uninspired.","[0.2225, 0.0, -0.2263, 0.0, -0.3182, 0.128]",-0.032333333
158,#ActiveWear,#GymOOTD,"Feeling like a fitness model in my killer #GymOOTD!,Good variety, but some designs are a bit too flashy for my taste.,Not practical for a serious workout. Style over substance.","[-0.126, 0.4404, 0.0, -0.0772]",0.0593
159,#ActiveWear,#TrainingGear,"Crushing my workouts with the right #TrainingGear!,Decent gear, but could use more options for different training styles.,Not durable enough for intense training. Expected better quality","[-0.4199, 0.0, 0.0, 0.4939]",0.0185
160,#ActiveWear,#FitnessFreak,"This brand knows how to cater to fitness enthusiasts! Loving the motivational prints and quality. Wearing these pieces feels like a power-up for my workouts! Functional, fashionable, and fitness-friendly – my wardrobe essentials! The attention to detail in their fitness wear is unmatched. Every stitch screams quality.,Average fitness wear, nothing extraordinary. Does the job without standing out.,Not worth the price. Expected more innovation for dedicated fitness wear. The sizing chart is way off. Ended up with gear that doesn't fit properly. Disappointed with the durability. Threads started coming loose after just a few uses.","[0.8881, 0.0, -0.1759, 0.2732, 0.0, 0.6941]",0.279916667
161,#ActiveWear,#GymOutfitInspiration,"Finding endless #GymOutfitInspiration with these chic and versatile looks!,Decent options for outfit inspiration, but nothing groundbreaking.,Not practical for a serious workout. Style over substance.,Overhyped! The fabric feels cheap, and it's not holding up well.","[0.3382, 0.5267, 0.0, -0.0772, 0.0, -0.2057]",0.097
162,#ActiveWear,#GymSwag,"Rocking some serious #GymSwag and loving the confidence boost it gives!,Swaggy gym wear, but the pricing seems a bit much.,Not impressed with the quality. Expected better durability.,Overpriced for what you get.","[0.8718, 0.0, 0.0, 0.089, 0.0]",0.19216
163,#ActiveWear,#GymMotivation,"Channeling major #GymMotivation with these uplifting workout gears!,Good motivational options, but some designs are too cliché.,Expected better quality for the motivational line. Disappointed.,Not feeling the motivation as much as I thought. Designs are uninspiring.","[0.0, 0.4404, 0.0, -0.0516, -0.3412]",0.00952
164,#ActiveWear,#SportyChic,"Achieving the perfect blend of comfort and style with #SportyChic vibes!,Sporty chic options are nice, but I expected more variety.,Not as chic as advertised. Looks too basic.,Overpriced for the level of chicness. Disappointing.","[0.7574, 0.5994, 0.0, -0.2057, -0.4939]",0.13144
165,#ActiveWear,#FitnessFashion,"Stepping up my fashion game with some serious #FitnessFashion!,Fashion-forward, but the functionality could be better.,Not worth the price tag. Expected more innovation.,The quality doesn't match the claims. Disappointed.","[-0.1511, 0.0, 0.5927, 0.302, -0.4767]",0.05338
166,#ActiveWear,#WorkoutWardrobe,"Loving my versatile #WorkoutWardrobe! Mix and match for the win.,Decent options for a workout wardrobe, but lacking in some areas.,Expected better durability. Pieces wore out quickly.,Not as varied as I'd like. Limited choices in styles.","[0.8398, 0.0, 0.0, 0.4404, 0.1531]",0.28666
167,#ActiveWear,#SportsStyle,"Setting trends with my unique #SportsStyle! Comfort meets fashion in the gym.,Sporty style options are good, but could use more diversity.,Not practical for a serious workout. Style over substance.,Overhyped! The fabric feels cheap, and it's not holding up well.","[0.4199, 0.4404, 0.0, -0.0772, 0.0, -0.2057]",0.096233333
168,#ActiveWear,#SportyVibes,"Embracing the energetic #SportyVibes with these stylish workout looks!,Sporty vibes are cool, but I expected more unique designs.,Not as vibey as I hoped. Designs are lackluster.,Overpriced for the level of vibes. Disappointing.","[0.4926, 0.3182, 0.0, 0.3818, -0.4939]",0.13974
169,#ActiveWear,#RunnersFashion,"Running in style with the perfect #RunnersFashion! Comfortable and sleek.,Decent options for runners, but some designs are too flashy.,Not impressed with the quality. Expected better durability.,Overpriced for what you get.","[0.807, 0.0, 0.0, 0.089, 0.0]",0.1792
170,#ActiveWear,#YogaWear,"Finding zen in my comfy and stylish #YogaWear. Perfect for every pose.,Good yoga wear options, but could use more variety.,Not as comfortable as claimed. Stitching came loose after a few uses.,Expected better quality. Disappointed with the yoga wear choices.","[0.5719, 0.4404, 0.0, -0.6126, -0.0516]",0.06962
171,#ActiveWear,#SportsApparel,"Game-ready in this top-notch #SportsApparel! Ready for any challenge.,Good sports apparel, but the pricing is on the higher side.,Faded after just a few washes. Not happy with the quality.","[0.4753, 0.4404, 0.0, -0.4585]",0.1143
172,#ActiveWear,#ActiveStyle,"Embracing an #ActiveStyle with gear that keeps up with my every move!,Decent collection for active wear, but nothing extraordinary.,Not as comfortable as claimed. Stitching came loose after a few uses.","[0.0, 0.4019, 0.0, -0.6126]",-0.052675
173,#ActiveWear,#SportyLook,"Nailing the sporty-chic aesthetic with these awesome pieces! Love the versatility! Perfect blend of comfort and style for that effortlessly cool sporty vibe. These outfits make me feel like I can conquer any workout! Stylish and motivating. Achieving the ultimate sporty look with these trendy and functional pieces.,Decent options for a sporty look, but nothing groundbreaking.,Not a fan of the design choices. Looks too generic and uninspired. Quality doesn't match the price. Feels like I paid for the brand, not the product. Disappointed with the limited size range. Not inclusive enough for diverse body types.","[0.9732, 0.0, 0.0, 0.1376, 0.1665]",0.25546
174,#ActiveWear,#SportsPerformance,"Maximizing my potential with top-tier #SportsPerformance gear!,Average sports performance gear. Could use more advanced features.,Overpriced for the performance. Didn't see a significant improvement.","[0.0, 0.3167, 0.3417]",0.219466667
175,#ActiveWear,#WorkoutStyle,"Setting trends with my unique #WorkoutStyle! Comfort meets fashion in the gym.,Decent workout style options, but some designs are too bold.,Expected better quality for the price. Disappointed with the workout style choices.","[0.4199, 0.0, 0.5267, -0.0516]",0.22375
176,#WorkWear,#OfficeStyle,"Slaying the work game with my ultimate #OfficeStyle. Confidence and style in every outfit., Decent variety in #OfficeStyle, but the sizes can be a bit inconsistent. Check the size chart carefully., Some classic choices in #OfficeStyle, but a bit more creativity in design could be appealing., Not impressed with the quality of #OfficeStyle. The fabric feels cheap, and it doesn't hold up well.","[0.5106, 0.0, 0.1901, 0.0, 0.5913, -0.3724, -0.2057]",0.101985714
177,#WorkWear,#WorkWardrobe,"Mixing and matching for success with my versatile #WorkWardrobe. Ready for any work challenge!, A decent range in #WorkWardrobe, but the pricing seems a bit high for everyday wear., Styles in #WorkWardrobe are okay, but the color options are a bit limited. More variety would be nice., Expected better durability from #WorkWardrobe. Some pieces showed wear and tear too soon.","[0.7777, 0.0, 0.0, 0.2263, 0.3291, 0.4404]",0.295583333
178,#WorkWear,#CorporateChic,"Elevating my office look with some serious #CorporateChic vibes! Sleek and sophisticated, Absolutely in love with the stylish options for #CorporateChic attire. Perfect for the modern professional!, These outfits strike the perfect balance between professionalism and fashion. #CorporateChic at its finest!, Feeling confident and empowered in my #CorporateChic ensemble. Ready to conquer the boardroom!, Good variety in the #CorporateChic collection, but some pieces are a bit too bold for a conservative office setting., Disappointed with the quality. The fabric feels cheap and wrinkles easily. Not up to the standards of #CorporateChic.","[0.5562, 0.858, 0.5411, 0.7574, 0.4404, 0.5267, -0.1779]",0.500271429
179,#WorkWear,#BusinessAttire,"Dressing to impress with the perfect #BusinessAttire. Tailored to perfection for a confident and polished look!, Elevating my work wardrobe with the latest trends in #BusinessAttire. Stylish and professional for every meeting!, Decent options for #BusinessAttire, but the sizing can be a bit tricky. Make sure to try before buying., Not impressed with the quality of #BusinessAttire. The fabric feels cheap, and it wrinkles easily.","[0.9299, 0.0, 0.0, 0.2617, -0.3724, 0.34]",0.1932
180,#WorkWear,#ProfessionalLook,"Confidence in every step with a carefully curated #ProfessionalLook. Making a statement in the workplace!, These outfits give me the perfect #ProfessionalLook. Elegant and classy, just the way I like it!, Finding a variety of styles in #ProfessionalLook, but some designs are a bit too traditional., Disappointed with the fit of the #ProfessionalLook. Not as tailored as expected, and the sizes run small.","[0.6239, 0.8658, 0.4199, 0.0, 0.0, -0.1531, 0.0]",0.250928571
181,#WorkWear,#FormalFashion,"Sleek and sophisticated choices in #FormalFashion. Making every workday a runway day!, In love with the timeless elegance of #FormalFashion. Perfect for a professional and polished appearance!, Decent variety in #FormalFashion, but the pricing is on the higher side., Not living up to the hype. The quality of #FormalFashion pieces doesn't justify the price.","[0.5983, 0.906, 0.0, 0.0, 0.0]",0.30086
182,#WorkWear,#WorkplaceStyle,"Showcasing my unique #WorkplaceStyle. It's not just an outfit; it's an expression of confidence!, Finding the perfect blend of comfort and style in my everyday #WorkplaceStyle. Ready for any professional challenge!, Decent options for #WorkplaceStyle, but the color choices are a bit limited., Expected more innovation in #WorkplaceStyle. The designs seem outdated, and there's a lack of creativity.","[0.5562, 0.8516, 0.0, -0.3291, 0.4391, 0.0772]",0.265833333
183,#WorkWear,#OfficeFashion,"Revolutionizing my wardrobe with chic and modern #OfficeFashion. Making the office a runway!, Love the versatility in #OfficeFashion. From meetings to after-work events, these outfits have me covered!, Good variety in #OfficeFashion, but the sizes run a bit small. Make sure to check the sizing chart., Not practical for everyday office wear. The fabric in #OfficeFashion is too delicate, and it doesn't hold up well.","[0.3382, 0.6369, 0.0, 0.4404, 0.4497, 0.0516, -0.2057]",0.244442857
184,#WorkWear,#CorporateStyle,"Exuding confidence with my power-packed #CorporateStyle. Setting the tone for success in the corporate world!, These #CorporateStyle outfits are a game-changer. Professionalism meets fashion effortlessly!, Decent choices in #CorporateStyle, but some pieces lack the modern edge I was hoping for., Disappointed with the pricing of #CorporateStyle. It's on the higher side for the quality offered.","[0.807, 0.0, 0.0, 0.1901, -0.4767]",0.10408
185,#WorkWear,#9to5Style,"Slaying the office game with my stylish #9to5Style. Making every work hour a fashion statement!, Effortlessly chic and comfortable in my go-to #9to5Style. Workwear that doesn't compromise on style!, Decent variety in #9to5Style, but the patterns can be a bit too bold for a conservative office setting., The quality of #9to5Style doesn't match the price. Expected better durability and craftsmanship.","[0.0, 0.69, 0.0, 0.5267, 0.4404]",0.33142
186,#WorkWear,#OfficeOutfit,"Stepping into the office with confidence in my stylish #OfficeOutfit. Elevating the workplace fashion game!, These #OfficeOutfit choices have completely transformed my wardrobe. Professional yet trendy!, Decent options in #OfficeOutfit, but the range lacks diversity in colors., Not impressed with the sizing of #OfficeOutfit. Runs smaller than expected, and the fit is not flattering.","[0.5562, 0.0, 0.0, 0.0, -0.3724, 0.1376]",0.053566667
187,#WorkWear,#ExecutiveElegance,"Commanding attention with my #ExecutiveElegance. Classic and refined styles for the corporate executive!, Feeling empowered in my #ExecutiveElegance attire. Making a statement with every stride!, Decent choices in #ExecutiveElegance, but the range could include more modern twists., The pricing of #ExecutiveElegance doesn't align with the quality. Expected more for the investment.","[0.0, 0.2003, 0.0, 0.0, 0.0]",0.04006
188,#WorkWear,#FormalWear,"Exuding professionalism in my impeccable #FormalWear. Classic styles that never go out of fashion!, In awe of the timeless elegance and sophistication that #FormalWear brings to the table. Perfect for any business occasion!, Dressing for success with these polished and refined #FormalWear options. It's all about making a lasting impression!, The attention to detail in the #FormalWear collection is impressive. Every piece exudes confidence and class!, Decent selection in the #FormalWear category, but the prices are a bit on the higher side., Not comfortable at all. The fit is too tight, and it restricts movement. #FormalWear should be both stylish and functional.","[0.0, 0.7959, 0.7088, 0.784, 0.0, 0.0, -0.0521, -0.3182]",0.2398
189,#WorkWear,#BusinessCasual,"Embracing comfort and style with my go-to #BusinessCasual looks. The perfect blend for the modern professional!, Some practical choices in #BusinessCasual, but the designs are a bit too plain for my taste., Decent options in #BusinessCasual, but the sizing can be a bit off. Check before ordering., Not as stylish as expected. The options in #BusinessCasual lack the flair I was hoping for.","[0.7574, 0.0, 0.0, 0.0, 0.0, 0.128]",0.147566667
